Id,target
0,0.317270338535
1,0.700075209141
2,0.892504870892
3,0.752546012402
4,0.316045999527
5,0.586774945259
6,0.108292855322
7,0.311428308487
8,0.29615971446
9,0.501009464264
10,0.448898047209
11,0.277144879103
12,0.457179933786
13,0.279523938894
14,0.450431734324
15,0.127636268735
16,0.240150615573
17,0.854373633862
18,0.519456803799
19,0.61251360178
20,0.657467365265
21,0.389390200377
22,0.100886061788
23,0.514607191086
24,0.371509850025
25,0.430904865265
26,0.852353990078
27,0.765330314636
28,0.112677313387
29,0.229441523552
30,0.406565606594
31,0.623268961906
32,0.231907039881
33,0.555437862873
34,0.800303161144
35,0.432814329863
36,0.517301619053
37,0.389062553644
38,0.810974299908
39,0.213247567415
40,0.242566242814
41,0.258560955524
42,0.328829288483
43,0.553073167801
44,0.652061522007
45,0.51142424345
46,0.14476172626
47,0.184806913137
48,0.411025494337
49,0.30261054635
50,0.450487941504
51,0.606539785862
52,0.533051550388
53,0.876566827297
54,0.273606866598
55,0.657375872135
56,0.765140295029
57,0.362331479788
58,0.606671154499
59,0.657308340073
60,0.774950563908
61,0.668595194817
62,0.532397627831
63,0.400565117598
64,0.350134402514
65,0.643385112286
66,0.329782068729
67,0.436883926392
68,0.505770981312
69,0.371125131845
70,0.572411477566
71,0.451991200447
72,0.752138197422
73,0.471151530743
74,0.304736942053
75,0.421711534262
76,0.774201869965
77,0.717315256596
78,0.381951004267
79,0.353954613209
80,0.689238548279
81,0.301336884499
82,0.127863690257
83,0.570386886597
84,0.177914813161
85,0.454734027386
86,0.244512736797
87,0.472030133009
88,0.503053128719
89,0.10287514329
90,0.276420295238
91,0.626528799534
92,0.4682546556
93,0.69424289465
94,0.632520973682
95,0.618914842606
96,0.390920877457
97,0.5875390172
98,0.638036489487
99,0.920959353447
100,0.513445436954
101,0.696279704571
102,0.13717867434
103,0.137848198414
104,0.529512941837
105,0.254041433334
106,0.370895266533
107,0.595936715603
108,0.364419460297
109,0.28890389204
110,0.736448049545
111,0.457641988993
112,0.613909482956
113,0.454208374023
114,0.62515103817
115,0.523589491844
116,0.477500319481
117,0.328304499388
118,0.508172750473
119,0.218039035797
120,0.929923176765
121,0.822103440762
122,0.155142888427
123,0.376094251871
124,0.267805337906
125,0.697889864445
126,0.345646440983
127,0.878795087337
128,0.885467112064
129,0.592414736748
130,0.76947748661
131,0.72506827116
132,0.0822651907802
133,0.925193965435
134,0.25243756175
135,0.788565456867
136,0.607879281044
137,0.689541518688
138,0.262888789177
139,0.369521051645
140,0.163913816214
141,0.480558156967
142,0.4613057971
143,0.417447566986
144,0.82247376442
145,0.139220863581
146,0.455201357603
147,0.197682186961
148,0.775901317596
149,0.227479845285
150,0.686385929585
151,0.440499454737
152,0.425451993942
153,0.767254292965
154,0.796640098095
155,0.448736429214
156,0.215302079916
157,0.820741534233
158,0.166037350893
159,0.342625260353
160,0.736741781235
161,0.245829030871
162,0.309039950371
163,0.279233068228
164,0.691583752632
165,0.428999215364
166,0.325400531292
167,0.675695240498
168,0.169432684779
169,0.103416979313
170,0.62598824501
171,0.350515663624
172,0.319027900696
173,0.0413022898138
174,0.309041053057
175,0.326316475868
176,0.356308162212
177,0.188145682216
178,0.620196759701
179,0.925273358822
180,0.372193962336
181,0.0897926315665
182,0.935851335526
183,0.191121280193
184,0.627613306046
185,0.19119310379
186,0.618514060974
187,0.84034049511
188,0.781299471855
189,0.357228368521
190,0.436256319284
191,0.591340899467
192,0.846370398998
193,0.220007821918
194,0.6604129076
195,0.514111280441
196,0.289569139481
197,0.158762305975
198,0.284513354301
199,0.876134514809
200,0.0957694351673
201,0.739564239979
202,0.176213085651
203,0.538304686546
204,0.562382042408
205,0.937470078468
206,0.46111151576
207,0.192439243197
208,0.582112014294
209,0.701745867729
210,0.488223254681
211,0.212951719761
212,0.355408847332
213,0.644151568413
214,0.32710441947
215,0.638901114464
216,0.507132470608
217,0.680594801903
218,0.351258218288
219,0.552285432816
220,0.481599956751
221,0.158884674311
222,0.459883004427
223,0.254967719316
224,0.406097710133
225,0.414428085089
226,0.461295455694
227,0.195859968662
228,0.542827606201
229,0.504267811775
230,0.315910369158
231,0.374886870384
232,0.523635745049
233,0.640812754631
234,0.605054736137
235,0.369975566864
236,0.326910197735
237,0.530286192894
238,0.658373296261
239,0.511368095875
