Id,target
0,0.473492351569
1,0.601711941648
2,0.663869293648
3,0.462837909321
4,0.383835775738
5,0.462743199424
6,0.410817307692
7,0.526806184348
8,0.437322458041
9,0.53889599318
10,0.47254929241
11,0.452235958486
12,0.591637239659
13,0.383980612476
14,0.444982150309
15,0.540207111135
16,0.523539363654
17,0.543771683274
18,0.440390122217
19,0.54989749324
20,0.566090130432
21,0.484789428164
22,0.42472423973
23,0.519020057156
24,0.57663552263
25,0.470252771545
26,0.60664810085
27,0.52916923691
28,0.467801790436
29,0.461669242494
30,0.523627403083
31,0.512723566065
32,0.45569245134
33,0.493545587249
34,0.601030657146
35,0.502186245394
36,0.514350253779
37,0.43844875727
38,0.451636545492
39,0.435087911553
40,0.306948260073
41,0.425719469191
42,0.543372113546
43,0.416116794065
44,0.491234064807
45,0.480537721628
46,0.393455269743
47,0.363472848599
48,0.443483955297
49,0.486045327222
50,0.521307404966
51,0.412273667604
52,0.531588384641
53,0.532654793642
54,0.390681927186
55,0.508627588303
56,0.538464194373
57,0.36094023262
58,0.528018745889
59,0.458787082067
60,0.631976542966
61,0.599435704514
62,0.527571852818
63,0.42977080321
64,0.459776409528
65,0.45523069234
66,0.452420835472
67,0.432493885503
68,0.502750293666
69,0.469129374361
70,0.514703568569
71,0.5446163354
72,0.631926272176
73,0.481019619423
74,0.435922747056
75,0.449696261682
76,0.501624270903
77,0.411962365591
78,0.325829642994
79,0.496647049772
80,0.533154409398
81,0.508893939394
82,0.401610960573
83,0.477429739996
84,0.316152735133
85,0.448350108979
86,0.432967454114
87,0.410838991568
88,0.427810984061
89,0.301700856943
90,0.461151674063
91,0.506115555651
92,0.500949577916
93,0.548471783274
94,0.432901275775
95,0.541248916296
96,0.500532294625
97,0.485548079619
98,0.540569252447
99,0.653707850391
100,0.465272025405
101,0.517001068897
102,0.361940124623
103,0.51466378339
104,0.547377851657
105,0.524389556105
106,0.499818215554
107,0.55895245984
108,0.353711602082
109,0.478043362789
110,0.636046668443
111,0.450077728434
112,0.481684815838
113,0.506174093259
114,0.508853792119
115,0.407060489911
116,0.470574652543
117,0.479371318449
118,0.560866934493
119,0.418900918659
120,0.555392396907
121,0.537332741846
122,0.42006081712
123,0.522611195538
124,0.516873408172
125,0.554472331919
126,0.38501941265
127,0.524943195738
128,0.618893853888
129,0.597782433662
130,0.619289999777
131,0.610307319887
132,0.478519370924
133,0.703512672622
134,0.425798662401
135,0.560543310719
136,0.473847439817
137,0.551575630252
138,0.481908187935
139,0.45825024434
140,0.436282931272
141,0.516609028031
142,0.39627154437
143,0.465488321687
144,0.591382575758
145,0.378579476216
146,0.53590011829
147,0.447398397134
148,0.500257982113
149,0.534340857763
150,0.611860295068
151,0.445381501102
152,0.538565826643
153,0.538990850839
154,0.625236355098
155,0.527015699617
156,0.456516126866
157,0.566828125
158,0.325996317512
159,0.411170371326
160,0.595496387625
161,0.467853502257
162,0.360809538777
163,0.501882540056
164,0.553801592908
165,0.530683433482
166,0.489905270262
167,0.430864973804
