customer_id,gender
49101,0.404997900219
114348,0.654848353629
127946,0.755238676625
137367,0.652198325968
174467,0.613923624967
214804,0.832664508343
251590,0.0562597875686
272657,0.081636453234
378318,0.695309981198
390759,0.949151914296
505638,0.257192387076
541452,0.150190478688
546786,0.203914403451
589185,0.957116191188
635849,0.157767999714
735380,0.356112722342
788112,0.092794954006
820723,0.683339365674
903961,0.745300602971
904539,0.0246948597401
941185,0.189705856632
961425,0.921190969042
971575,0.410301245528
984061,0.0450886265036
1023983,0.716517805414
1087616,0.280487803908
1088175,0.855189761279
1109129,0.758993280884
1115426,0.916354917496
1139307,0.67183806389
1177740,0.49629860061
1211346,0.537456548453
1271467,0.344450299226
1308272,0.149134260429
1420045,0.921053005907
1469056,0.761231273466
1505158,0.129282823509
1546466,0.58884656139
1567497,0.501870810737
1582976,0.453499542379
1714555,0.289651754488
1732939,0.419409837756
1859939,0.916925401224
1867994,0.255873824187
1887297,0.141323820833
1983589,0.210185052234
2098407,0.770872123203
2137396,0.04018199291
2169770,0.358782349831
2177252,0.883304981359
2264868,0.545168390366
2279881,0.574772771196
2287385,0.368115991342
2299975,0.500612304474
2329892,0.607609996659
2333956,0.128075009479
2340137,0.923140110448
2353453,0.147600566221
2463795,0.272786526487
2464493,0.348653070122
2491620,0.677001870965
2493740,0.367647040966
2518708,0.264356980508
2532836,0.635425449977
2714622,0.0678418961834
2730512,0.0964689369081
2733562,0.468645482862
2740197,0.08489684557
2768803,0.0419926692864
2788526,0.366582551252
2805830,0.957263247396
2810793,0.336989411967
2872341,0.255459953488
2881605,0.507579649564
2916305,0.742147867371
2942372,0.22168616495
2956076,0.0566712422253
2992486,0.41454831654
3017155,0.12523445585
3086538,0.878395020502
3116382,0.146939902105
3136315,0.406280692568
3143586,0.337665361781
3238487,0.470685436464
3243044,0.483209981258
3284483,0.0925224875229
3368868,0.545221745114
3419519,0.027943368637
3510307,0.772701488821
3525018,0.829072077341
3555716,0.076042759308
3640332,0.130103309893
3671964,0.334881843881
3725814,0.507492567235
3812843,0.846810237214
3837731,0.280204411309
3848748,0.948666475062
3850938,0.455271589439
3917249,0.0740882513463
3996099,0.47226623047
4020883,0.890972971148
4038688,0.235822684501
4067941,0.462424769437
4077514,0.854170015056
4092048,0.382756484946
