id,loss
4,1531.86366455
6,1762.79876343
9,8946.32162598
12,6896.64277344
15,767.032418823
17,2325.41153564
21,1983.78913574
28,760.209018555
32,2978.08052002
43,2901.02204834
46,3041.78991943
50,821.75711853
54,1195.15282227
62,1976.99172119
70,2015.69698242
71,5400.12293457
75,2169.49236328
77,2135.74518555
81,2412.46300293
83,2352.88021729
87,1672.86261597
97,1809.86294434
103,1002.41595093
119,953.213430786
120,1660.73854248
127,924.073134155
138,5055.04364258
141,2814.14140625
148,753.773563843
150,2413.20219238
151,2194.88049805
158,1283.04183716
160,5970.9033252
165,2264.90885498
168,3777.47201172
169,3679.42427246
177,3073.63383789
178,3995.13998535
184,2346.51272461
194,8095.0926709
198,1474.57726318
203,3647.03208252
211,2320.06979248
217,1181.44065552
219,1126.68219238
221,5667.11030762
227,1769.0772168
230,1223.05410522
235,1894.05417236
240,690.460931396
243,2640.71569092
249,5350.89116699
253,2719.77852539
258,1281.70571167
261,1553.51526245
263,3469.1989209
264,2395.41863525
265,4156.00466553
268,1786.37094849
271,977.534692993
274,5767.17944336
275,684.224179077
279,1293.10523682
282,1611.0637561
286,3436.8386084
288,1085.03250854
294,2093.96900146
296,1026.810802
297,1564.5286731
300,729.122409058
303,9111.07246094
314,1101.04606323
315,4633.73132324
321,2347.15269653
323,3572.21228271
330,3522.00156982
341,1794.01910522
342,4264.65486084
352,1568.52700073
353,3715.44763916
360,5684.05849609
361,2136.40663208
362,4401.10865967
366,1171.29671875
372,3316.22338867
376,2846.14140137
377,2055.26535278
379,1604.64768555
380,3797.28333984
387,1660.68555908
392,1935.82796387
394,10796.2681445
395,1473.93024658
397,1379.29543579
407,6428.42317383
411,9411.24201172
416,2472.75166748
417,1490.8767395
419,4706.39517578
428,5924.25418945
431,1728.14929321
436,8556.67204102
438,1586.66592285
445,6201.54422852
446,7117.3136377
455,1370.52732544
456,1079.7597644
461,919.784002686
463,1625.74415161
464,3394.57894043
466,1537.99531494
467,970.269022827
470,1165.19817749
475,1402.89736328
482,3098.24219238
490,3525.85904053
496,1661.60272583
497,5036.51124023
508,2823.45736084
510,1721.66177246
512,1907.04800903
513,3780.82645508
523,1775.22420776
531,5285.81209473
532,2236.55179199
533,1233.20523437
537,1096.36117432
544,4653.16276367
547,3126.34813965
556,7583.10246582
565,1373.18931885
566,1174.56065796
571,1428.95647339
573,2062.21904785
574,844.998829956
581,1906.0555542
585,2122.99121216
589,1538.68775757
597,1988.8600708
601,2968.11896973
602,1666.37519653
613,1341.60302124
616,1360.2275354
619,1887.15307983
622,1628.00451416
623,2037.24566528
629,1732.05550903
634,1345.05432129
638,969.364020996
642,971.718796387
643,2065.83320679
645,1072.03189575
648,8123.37694824
652,1138.07746704
664,874.541450195
666,2265.7858374
672,824.408637085
676,2467.39003662
678,4787.05489746
682,1787.02700317
686,3047.82134277
688,2161.54302246
689,1195.10766113
690,1834.26730103
692,11452.1540332
695,1521.33429321
697,4429.12912842
698,2038.79421753
706,2573.30695068
708,1471.74786133
712,2597.85288574
715,3913.82553955
717,1415.61607056
725,3293.58048584
729,888.85701416
737,1270.94367554
739,4955.9809082
747,4037.7414502
753,2417.71651367
758,2301.96762939
759,2079.38175659
763,1289.57527588
773,4358.46097412
774,1891.07627441
776,1346.55976196
788,2623.47706543
790,3478.3967041
794,857.089846802
801,3154.83628174
802,1385.33651367
805,1383.18442993
809,5384.08052246
812,1466.75281128
825,2430.18631348
828,1816.07177856
830,1329.16502563
833,975.279725342
850,5316.21915527
852,6404.50380859
862,1464.1562854
863,1380.25730469
864,1420.23375122
865,3529.69262939
868,6657.60976563
872,1465.29459473
879,5313.86299316
880,1500.66204102
883,1247.50696411
886,1215.11777344
923,1541.02320679
924,1587.29960327
932,1533.6728772
945,6449.22521484
947,6589.09731445
948,2142.73209351
955,2575.97482178
963,3965.99086914
979,1259.81310303
989,1505.18571045
994,2882.89134277
995,1734.04403931
998,1661.71532349
1000,4458.00582275
1018,1719.49067871
1019,1415.81346924
1028,2259.47650146
1034,1374.79023071
1038,1665.58253296
1040,1350.6967334
1042,1232.35842651
1057,7356.93024414
1058,2935.2197583
1063,920.002998657
1066,4785.07152344
1071,3969.72843262
1073,3610.49540771
1074,2805.50598877
1077,2670.60328857
1080,10235.0832227
1088,871.931258545
1096,703.967417603
1097,10932.0512305
1105,5829.9676709
1115,1982.15276245
1116,3117.20053711
1122,2235.48364014
1130,4920.00417725
1133,874.375814209
1137,1540.43396851
1140,1990.94627686
1143,8122.70119141
1149,5791.99071289
1150,824.118562622
1153,701.276890869
1157,822.065796509
1180,563.139397583
1183,885.292246094
1188,1487.94807007
1193,976.163823853
1200,773.034973145
1209,4064.62544434
1214,1796.07216919
1219,1847.1825
1223,5957.99031738
1227,803.339074707
1228,1354.67142334
1229,4149.20998535
1233,863.914573364
1238,6385.78900879
1239,2008.79325073
1241,3497.10714355
1243,1676.37802734
1244,973.463439941
1245,3307.30919189
1277,4948.37294434
1279,2880.92219238
1292,12696.7904687
1293,1372.20869629
1299,8980.19412598
1304,2792.9785498
1313,3632.56377197
1328,2050.4307019
1330,1132.47482544
1334,1411.20011597
1335,1229.76953735
1336,6294.07769531
1341,942.375632324
1344,985.117564697
1351,870.658833008
1352,1838.32836426
1354,1441.33131958
1368,3717.52161377
1373,1489.9918396
1375,680.128554077
1381,1461.2727124
1384,4324.42890137
1385,4523.94590088
1388,5097.59199219
1401,6570.21438965
1402,2833.15379395
1404,1376.98516357
1406,1330.49174683
1409,1135.53646484
1422,1355.0143689
1429,3236.69008789
1433,5651.05723145
1438,1124.16472778
1444,1106.92402954
1446,1073.79822266
1450,1090.21733643
1451,817.673668823
1454,1717.1562854
1458,2180.75600342
1461,3589.0265625
1464,5861.70811035
1465,935.646394043
1478,1920.61120361
1479,1506.01697388
1480,2518.77114502
1484,2227.20184814
1486,819.726389771
1488,753.133391113
1489,3121.1736499
1491,985.240378418
1507,1808.8078125
1515,2113.32227051
1519,2673.23198242
1528,1622.21725464
1529,892.512017212
1530,3081.40450928
1532,1128.38444214
1541,1567.24677612
1542,3025.55950195
1547,1126.83632568
1549,1131.88162598
1553,2517.93412109
1554,2801.48168213
1555,1254.42862793
1559,1525.70242065
1565,1499.43446899
1568,1186.33319702
1576,3945.2542749
1579,906.94479126
1592,929.851679077
1596,3378.08130371
1605,831.138313599
1607,1238.14312744
1612,1759.9043689
1617,3252.06030518
1619,2355.8660791
1620,7831.89847168
1624,2715.88828613
1627,1173.05675415
1633,1682.92107544
1636,1266.96369629
1639,1034.50810425
1640,4046.59689697
1644,1059.0378479
1646,1375.42537964
1647,2325.06657349
1654,1354.40073853
1655,3383.86904297
1664,6618.50053711
1665,2247.11431152
1667,5033.55577148
1669,1048.97592407
1678,2190.52440552
1682,1836.39443726
1689,1042.96305298
1690,2941.68671631
1693,6132.25924316
1695,854.205146484
1705,2473.67992188
1706,2496.95932861
1708,1940.03810303
1716,2236.62696777
1720,8426.82494141
1722,1760.54706177
1749,4558.14707031
1750,1452.3648877
1751,5518.04826172
1760,2695.16590088
1763,3853.6021582
1770,1533.40937134
1777,1758.05016357
1785,5676.95690918
1791,1005.83455688
1794,4058.91179932
1800,1246.79192871
1816,1297.13294678
1817,849.355671997
1821,3330.1680957
1836,1203.12193237
1838,1826.38145264
1851,1823.21946167
1852,2954.11348877
1854,2586.42512695
1856,796.268480835
1865,743.677600098
1872,1049.37490356
1878,716.679761963
1880,986.251501465
1881,1303.33155884
1882,1401.33206909
1886,790.003248901
1892,1441.19535767
1894,2700.51022217
1898,3021.73301514
1899,2371.07689941
1902,1146.02838501
1903,3395.601604
1906,1505.48216675
1910,2088.83850586
1911,1580.60921143
1914,3328.91168701
1929,3249.23352539
1932,1308.46890747
1952,951.341104736
1959,1267.14555908
1960,1885.11549194
1976,3796.7408374
1980,2941.64371582
1981,2159.09204956
1987,1780.40986694
1994,1685.4059729
2000,907.179125977
2008,1876.87857422
2011,2199.69391113
2012,4963.59973145
2019,1759.36847656
2022,3193.61631592
2024,8664.03588379
2028,944.99713562
2030,3509.05559326
2031,7914.5007373
2047,1846.53637207
2049,668.770713501
2050,1467.01878662
2051,3801.97042236
2056,1744.10151855
2057,1046.92545044
2059,2536.49949951
2069,3515.65171387
2085,1289.29532593
2089,937.273851929
2090,1503.54091797
2101,3178.48899902
2114,2521.32842285
2115,1289.78695068
2118,1240.03533203
2119,2103.2132666
2125,1610.08515747
2128,2971.18974854
2129,1411.77934937
2132,1787.60918457
2133,2379.92716064
2135,686.267835693
2136,1686.71697388
2143,1079.44208008
2144,1216.33361084
2145,2877.35595215
2152,1891.16991577
2160,3456.39491699
2166,1406.84552124
2169,1053.73793335
2170,1346.44475708
2172,1675.36484253
2181,1470.39265137
