id,loss
4,33.95
6,33.95
9,33.95
12,33.95
15,33.95
17,33.95
21,33.95
28,33.95
32,33.95
43,33.95
46,33.95
50,33.95
54,33.95
62,33.95
70,33.95
71,33.95
75,33.95
77,33.95
81,33.95
83,33.95
87,33.95
97,33.95
103,33.95
119,33.95
120,33.95
127,33.95
138,33.95
141,33.95
148,33.95
150,33.95
151,33.95
158,33.95
160,33.95
165,33.95
168,33.95
169,33.95
177,33.95
178,33.95
184,33.95
194,33.95
198,33.95
203,33.95
211,33.95
217,33.95
219,33.95
221,33.95
227,33.95
230,33.95
235,33.95
240,33.95
243,33.95
249,33.95
253,33.95
258,33.95
261,33.95
263,33.95
264,33.95
265,33.95
268,33.95
271,33.95
274,33.95
275,33.95
279,33.95
282,33.95
286,33.95
288,33.95
294,33.95
296,33.95
297,33.95
300,33.95
303,33.95
314,33.95
315,33.95
321,33.95
323,33.95
330,33.95
341,33.95
342,33.95
352,33.95
353,33.95
360,33.95
361,33.95
362,33.95
366,33.95
372,33.95
376,33.95
377,33.95
379,33.95
380,33.95
387,33.95
392,33.95
394,33.95
395,33.95
397,33.95
407,33.95
411,33.95
416,33.95
417,33.95
419,33.95
428,33.95
431,33.95
436,33.95
438,33.95
445,33.95
446,33.95
455,33.95
456,33.95
461,33.95
463,33.95
464,33.95
466,33.95
467,33.95
470,33.95
475,33.95
482,33.95
490,33.95
496,33.95
497,33.95
508,33.95
510,33.95
512,33.95
513,33.95
523,33.95
531,33.95
532,33.95
533,33.95
537,33.95
544,33.95
547,33.95
556,33.95
565,33.95
566,33.95
571,33.95
573,33.95
574,33.95
581,33.95
585,33.95
589,33.95
597,33.95
601,33.95
602,33.95
613,33.95
616,33.95
619,33.95
622,33.95
623,33.95
629,33.95
634,33.95
638,33.95
642,33.95
643,33.95
645,33.95
648,33.95
652,33.95
664,33.95
666,33.95
672,33.95
676,33.95
678,33.95
682,33.95
686,33.95
688,33.95
689,33.95
690,33.95
692,33.95
695,33.95
697,33.95
698,33.95
706,33.95
708,33.95
712,33.95
715,33.95
717,33.95
725,33.95
729,33.95
737,33.95
739,33.95
747,33.95
753,33.95
758,33.95
759,33.95
763,33.95
773,33.95
774,33.95
776,33.95
788,33.95
790,33.95
794,33.95
801,33.95
802,33.95
805,33.95
809,33.95
812,33.95
825,33.95
828,33.95
830,33.95
833,33.95
850,33.95
852,33.95
862,33.95
863,33.95
864,33.95
865,33.95
868,33.95
872,33.95
879,33.95
880,33.95
883,33.95
886,33.95
923,33.95
924,33.95
932,33.95
945,33.95
947,33.95
948,33.95
955,33.95
963,33.95
979,33.95
989,33.95
994,33.95
995,33.95
998,33.95
1000,33.95
1018,33.95
1019,33.95
1028,33.95
1034,33.95
1038,33.95
1040,33.95
1042,33.95
1057,33.95
1058,33.95
1063,33.95
1066,33.95
1071,33.95
1073,33.95
1074,33.95
1077,33.95
1080,33.95
1088,33.95
1096,33.95
1097,33.95
1105,33.95
1115,33.95
1116,33.95
1122,33.95
1130,33.95
1133,33.95
1137,33.95
1140,33.95
1143,33.95
1149,33.95
1150,33.95
1153,33.95
1157,33.95
1180,33.95
1183,33.95
1188,33.95
1193,33.95
1200,33.95
1209,33.95
1214,33.95
1219,33.95
1223,33.95
1227,33.95
1228,33.95
1229,33.95
1233,33.95
1238,33.95
1239,33.95
1241,33.95
1243,33.95
1244,33.95
1245,33.95
1277,33.95
1279,33.95
1292,33.95
1293,33.95
1299,33.95
1304,33.95
1313,33.95
1328,33.95
1330,33.95
1334,33.95
1335,33.95
1336,33.95
