id,loss
4,-8.527e-14
6,-8.527e-14
9,-8.527e-14
12,-8.527e-14
15,-8.527e-14
17,-8.527e-14
21,-8.527e-14
28,-8.527e-14
32,-8.527e-14
43,-8.527e-14
46,-8.527e-14
50,-8.527e-14
54,-8.527e-14
62,-8.527e-14
70,-8.527e-14
71,-8.527e-14
75,-8.527e-14
77,-8.527e-14
81,-8.527e-14
83,-8.527e-14
87,-8.527e-14
97,-8.527e-14
103,-8.527e-14
119,-8.527e-14
120,-8.527e-14
127,-8.527e-14
138,-8.527e-14
141,-8.527e-14
148,-8.527e-14
150,-8.527e-14
151,-8.527e-14
158,-8.527e-14
160,-8.527e-14
165,-8.527e-14
168,-8.527e-14
169,-8.527e-14
177,-8.527e-14
178,-8.527e-14
184,-8.527e-14
194,-8.527e-14
198,-8.527e-14
203,-8.527e-14
211,-8.527e-14
217,-8.527e-14
219,-8.527e-14
221,-8.527e-14
227,-8.527e-14
230,-8.527e-14
235,-8.527e-14
240,-8.527e-14
243,-8.527e-14
249,-8.527e-14
253,-8.527e-14
258,-8.527e-14
261,-8.527e-14
263,-8.527e-14
264,-8.527e-14
265,-8.527e-14
268,-8.527e-14
271,-8.527e-14
274,-8.527e-14
275,-8.527e-14
279,-8.527e-14
282,-8.527e-14
286,-8.527e-14
288,-8.527e-14
294,-8.527e-14
296,-8.527e-14
297,-8.527e-14
300,-8.527e-14
303,-8.527e-14
314,-8.527e-14
315,-8.527e-14
321,-8.527e-14
323,-8.527e-14
330,-8.527e-14
341,-8.527e-14
342,-8.527e-14
352,-8.527e-14
353,-8.527e-14
360,-8.527e-14
361,-8.527e-14
362,-8.527e-14
366,-8.527e-14
372,-8.527e-14
376,-8.527e-14
377,-8.527e-14
379,-8.527e-14
380,-8.527e-14
387,-8.527e-14
392,-8.527e-14
394,-8.527e-14
395,-8.527e-14
397,-8.527e-14
407,-8.527e-14
411,-8.527e-14
416,-8.527e-14
417,-8.527e-14
419,-8.527e-14
428,-8.527e-14
431,-8.527e-14
436,-8.527e-14
438,-8.527e-14
445,-8.527e-14
446,-8.527e-14
455,-8.527e-14
456,-8.527e-14
461,-8.527e-14
463,-8.527e-14
464,-8.527e-14
466,-8.527e-14
467,-8.527e-14
470,-8.527e-14
475,-8.527e-14
482,-8.527e-14
490,-8.527e-14
496,-8.527e-14
497,-8.527e-14
508,-8.527e-14
510,-8.527e-14
512,-8.527e-14
513,-8.527e-14
523,-8.527e-14
531,-8.527e-14
532,-8.527e-14
533,-8.527e-14
537,-8.527e-14
544,-8.527e-14
547,-8.527e-14
556,-8.527e-14
565,-8.527e-14
566,-8.527e-14
571,-8.527e-14
573,-8.527e-14
574,-8.527e-14
581,-8.527e-14
585,-8.527e-14
589,-8.527e-14
597,-8.527e-14
601,-8.527e-14
602,-8.527e-14
613,-8.527e-14
616,-8.527e-14
619,-8.527e-14
622,-8.527e-14
623,-8.527e-14
629,-8.527e-14
634,-8.527e-14
638,-8.527e-14
642,-8.527e-14
643,-8.527e-14
645,-8.527e-14
648,-8.527e-14
652,-8.527e-14
664,-8.527e-14
666,-8.527e-14
672,-8.527e-14
676,-8.527e-14
678,-8.527e-14
682,-8.527e-14
686,-8.527e-14
688,-8.527e-14
689,-8.527e-14
690,-8.527e-14
692,-8.527e-14
695,-8.527e-14
697,-8.527e-14
698,-8.527e-14
706,-8.527e-14
708,-8.527e-14
712,-8.527e-14
715,-8.527e-14
717,-8.527e-14
725,-8.527e-14
729,-8.527e-14
737,-8.527e-14
739,-8.527e-14
747,-8.527e-14
753,-8.527e-14
758,-8.527e-14
759,-8.527e-14
763,-8.527e-14
773,-8.527e-14
774,-8.527e-14
776,-8.527e-14
788,-8.527e-14
790,-8.527e-14
794,-8.527e-14
801,-8.527e-14
802,-8.527e-14
805,-8.527e-14
809,-8.527e-14
812,-8.527e-14
825,-8.527e-14
828,-8.527e-14
830,-8.527e-14
833,-8.527e-14
850,-8.527e-14
852,-8.527e-14
862,-8.527e-14
863,-8.527e-14
864,-8.527e-14
865,-8.527e-14
868,-8.527e-14
872,-8.527e-14
879,-8.527e-14
880,-8.527e-14
883,-8.527e-14
886,-8.527e-14
923,-8.527e-14
924,-8.527e-14
932,-8.527e-14
945,-8.527e-14
947,-8.527e-14
948,-8.527e-14
955,-8.527e-14
963,-8.527e-14
979,-8.527e-14
989,-8.527e-14
994,-8.527e-14
995,-8.527e-14
998,-8.527e-14
1000,-8.527e-14
1018,-8.527e-14
1019,-8.527e-14
1028,-8.527e-14
1034,-8.527e-14
1038,-8.527e-14
1040,-8.527e-14
1042,-8.527e-14
1057,-8.527e-14
1058,-8.527e-14
1063,-8.527e-14
1066,-8.527e-14
1071,-8.527e-14
1073,-8.527e-14
1074,-8.527e-14
1077,-8.527e-14
1080,-8.527e-14
1088,-8.527e-14
1096,-8.527e-14
1097,-8.527e-14
1105,-8.527e-14
1115,-8.527e-14
1116,-8.527e-14
1122,-8.527e-14
1130,-8.527e-14
1133,-8.527e-14
1137,-8.527e-14
1140,-8.527e-14
1143,-8.527e-14
1149,-8.527e-14
1150,-8.527e-14
1153,-8.527e-14
1157,-8.527e-14
1180,-8.527e-14
1183,-8.527e-14
1188,-8.527e-14
1193,-8.527e-14
1200,-8.527e-14
1209,-8.527e-14
1214,-8.527e-14
1219,-8.527e-14
1223,-8.527e-14
1227,-8.527e-14
1228,-8.527e-14
1229,-8.527e-14
1233,-8.527e-14
1238,-8.527e-14
1239,-8.527e-14
1241,-8.527e-14
1243,-8.527e-14
1244,-8.527e-14
1245,-8.527e-14
1277,-8.527e-14
1279,-8.527e-14
1292,-8.527e-14
1293,-8.527e-14
1299,-8.527e-14
1304,-8.527e-14
1313,-8.527e-14
1328,-8.527e-14
1330,-8.527e-14
1334,-8.527e-14
1335,-8.527e-14
1336,-8.527e-14
1341,-8.527e-14
1344,-8.527e-14
1351,-8.527e-14
1352,-8.527e-14
1354,-8.527e-14
1368,-8.527e-14
1373,-8.527e-14
1375,-8.527e-14
1381,-8.527e-14
1384,-8.527e-14
1385,-8.527e-14
1388,-8.527e-14
1401,-8.527e-14
1402,-8.527e-14
1404,-8.527e-14
1406,-8.527e-14
1409,-8.527e-14
1422,-8.527e-14
1429,-8.527e-14
1433,-8.527e-14
1438,-8.527e-14
1444,-8.527e-14
1446,-8.527e-14
1450,-8.527e-14
1451,-8.527e-14
1454,-8.527e-14
1458,-8.527e-14
1461,-8.527e-14
1464,-8.527e-14
1465,-8.527e-14
1478,-8.527e-14
1479,-8.527e-14
1480,-8.527e-14
1484,-8.527e-14
1486,-8.527e-14
1488,-8.527e-14
1489,-8.527e-14
1491,-8.527e-14
1507,-8.527e-14
1515,-8.527e-14
1519,-8.527e-14
1528,-8.527e-14
1529,-8.527e-14
1530,-8.527e-14
1532,-8.527e-14
1541,-8.527e-14
1542,-8.527e-14
1547,-8.527e-14
1549,-8.527e-14
1553,-8.527e-14
1554,-8.527e-14
1555,-8.527e-14
1559,-8.527e-14
1565,-8.527e-14
1568,-8.527e-14
1576,-8.527e-14
1579,-8.527e-14
1592,-8.527e-14
1596,-8.527e-14
1605,-8.527e-14
1607,-8.527e-14
1612,-8.527e-14
1617,-8.527e-14
1619,-8.527e-14
1620,-8.527e-14
1624,-8.527e-14
1627,-8.527e-14
1633,-8.527e-14
1636,-8.527e-14
1639,-8.527e-14
1640,-8.527e-14
1644,-8.527e-14
1646,-8.527e-14
1647,-8.527e-14
1654,-8.527e-14
1655,-8.527e-14
1664,-8.527e-14
1665,-8.527e-14
1667,-8.527e-14
1669,-8.527e-14
1678,-8.527e-14
1682,-8.527e-14
1689,-8.527e-14
1690,-8.527e-14
1693,-8.527e-14
1695,-8.527e-14
1705,-8.527e-14
1706,-8.527e-14
1708,-8.527e-14
1716,-8.527e-14
1720,-8.527e-14
1722,-8.527e-14
1749,-8.527e-14
1750,-8.527e-14
1751,-8.527e-14
1760,-8.527e-14
1763,-8.527e-14
1770,-8.527e-14
1777,-8.527e-14
1785,-8.527e-14
1791,-8.527e-14
1794,-8.527e-14
1800,-8.527e-14
1816,-8.527e-14
1817,-8.527e-14
1821,-8.527e-14
1836,-8.527e-14
1838,-8.527e-14
1851,-8.527e-14
1852,-8.527e-14
1854,-8.527e-14
1856,-8.527e-14
1865,-8.527e-14
1872,-8.527e-14
1878,-8.527e-14
1880,-8.527e-14
1881,-8.527e-14
1882,-8.527e-14
1886,-8.527e-14
1892,-8.527e-14
1894,-8.527e-14
1898,-8.527e-14
1899,-8.527e-14
1902,-8.527e-14
1903,-8.527e-14
1906,-8.527e-14
1910,-8.527e-14
1911,-8.527e-14
1914,-8.527e-14
1929,-8.527e-14
1932,-8.527e-14
1952,-8.527e-14
1959,-8.527e-14
1960,-8.527e-14
1976,-8.527e-14
1980,-8.527e-14
1981,-8.527e-14
1987,-8.527e-14
1994,-8.527e-14
2000,-8.527e-14
2008,-8.527e-14
2011,-8.527e-14
2012,-8.527e-14
2019,-8.527e-14
2022,-8.527e-14
2024,-8.527e-14
2028,-8.527e-14
2030,-8.527e-14
2031,-8.527e-14
2047,-8.527e-14
2049,-8.527e-14
2050,-8.527e-14
2051,-8.527e-14
2056,-8.527e-14
2057,-8.527e-14
2059,-8.527e-14
2069,-8.527e-14
2085,-8.527e-14
2089,-8.527e-14
2090,-8.527e-14
2101,-8.527e-14
2114,-8.527e-14
2115,-8.527e-14
2118,-8.527e-14
2119,-8.527e-14
2125,-8.527e-14
2128,-8.527e-14
2129,-8.527e-14
2132,-8.527e-14
2133,-8.527e-14
2135,-8.527e-14
2136,-8.527e-14
2143,-8.527e-14
2144,-8.527e-14
2145,-8.527e-14
2152,-8.527e-14
2160,-8.527e-14
2166,-8.527e-14
2169,-8.527e-14
2170,-8.527e-14
2172,-8.527e-14
2181,-8.527e-14
2183,-8.527e-14
2185,-8.527e-14
2188,-8.527e-14
2189,-8.527e-14
2194,-8.527e-14
2202,-8.527e-14
2208,-8.527e-14
2227,-8.527e-14
2230,-8.527e-14
2235,-8.527e-14
2236,-8.527e-14
2244,-8.527e-14
2248,-8.527e-14
2252,-8.527e-14
2254,-8.527e-14
2260,-8.527e-14
2263,-8.527e-14
2274,-8.527e-14
2277,-8.527e-14
2279,-8.527e-14
2280,-8.527e-14
2283,-8.527e-14
2284,-8.527e-14
2288,-8.527e-14
2292,-8.527e-14
2295,-8.527e-14
2296,-8.527e-14
2299,-8.527e-14
2315,-8.527e-14
2318,-8.527e-14
2329,-8.527e-14
2337,-8.527e-14
2340,-8.527e-14
2342,-8.527e-14
2347,-8.527e-14
2349,-8.527e-14
2354,-8.527e-14
2361,-8.527e-14
2370,-8.527e-14
2378,-8.527e-14
2382,-8.527e-14
2387,-8.527e-14
2389,-8.527e-14
2394,-8.527e-14
2396,-8.527e-14
2400,-8.527e-14
2407,-8.527e-14
2414,-8.527e-14
2415,-8.527e-14
2421,-8.527e-14
2427,-8.527e-14
2428,-8.527e-14
2430,-8.527e-14
2435,-8.527e-14
2445,-8.527e-14
2446,-8.527e-14
2447,-8.527e-14
2449,-8.527e-14
2451,-8.527e-14
2458,-8.527e-14
2462,-8.527e-14
2463,-8.527e-14
2467,-8.527e-14
2471,-8.527e-14
2475,-8.527e-14
2478,-8.527e-14
2483,-8.527e-14
2485,-8.527e-14
2487,-8.527e-14
2494,-8.527e-14
2497,-8.527e-14
2499,-8.527e-14
2503,-8.527e-14
2513,-8.527e-14
2515,-8.527e-14
2522,-8.527e-14
2523,-8.527e-14
2528,-8.527e-14
2532,-8.527e-14
2536,-8.527e-14
2538,-8.527e-14
2539,-8.527e-14
2540,-8.527e-14
2545,-8.527e-14
2548,-8.527e-14
2549,-8.527e-14
2553,-8.527e-14
2563,-8.527e-14
2566,-8.527e-14
2574,-8.527e-14
2575,-8.527e-14
2584,-8.527e-14
2588,-8.527e-14
2589,-8.527e-14
2592,-8.527e-14
2596,-8.527e-14
2598,-8.527e-14
2602,-8.527e-14
2603,-8.527e-14
2607,-8.527e-14
2609,-8.527e-14
2611,-8.527e-14
2627,-8.527e-14
2628,-8.527e-14
2630,-8.527e-14
2633,-8.527e-14
2636,-8.527e-14
2640,-8.527e-14
2641,-8.527e-14
2657,-8.527e-14
2659,-8.527e-14
2662,-8.527e-14
2663,-8.527e-14
2667,-8.527e-14
2670,-8.527e-14
2682,-8.527e-14
2694,-8.527e-14
2699,-8.527e-14
2700,-8.527e-14
2703,-8.527e-14
2708,-8.527e-14
2714,-8.527e-14
2725,-8.527e-14
2726,-8.527e-14
2727,-8.527e-14
2732,-8.527e-14
2733,-8.527e-14
2736,-8.527e-14
2745,-8.527e-14
2760,-8.527e-14
2764,-8.527e-14
2765,-8.527e-14
2766,-8.527e-14
2775,-8.527e-14
2783,-8.527e-14
2784,-8.527e-14
2786,-8.527e-14
2801,-8.527e-14
2803,-8.527e-14
2813,-8.527e-14
2815,-8.527e-14
2816,-8.527e-14
2818,-8.527e-14
2819,-8.527e-14
2822,-8.527e-14
2825,-8.527e-14
2826,-8.527e-14
2830,-8.527e-14
2834,-8.527e-14
2835,-8.527e-14
2856,-8.527e-14
2873,-8.527e-14
2886,-8.527e-14
2892,-8.527e-14
2896,-8.527e-14
2897,-8.527e-14
2899,-8.527e-14
2901,-8.527e-14
2909,-8.527e-14
2914,-8.527e-14
2915,-8.527e-14
2916,-8.527e-14
2919,-8.527e-14
2926,-8.527e-14
